Date,Country,Product,Revenue,Cost,Profit, Percent Target ,Pipeline
2017-05-04,India,rezota,46311,30102.15,16208.85,99,466020
2017-05-05,India,neutratronic,310667,201933.55,108733.45,90,392020
2017-05-06,India,vucoo,463286,301135.9,162150.1,83,991771
2017-05-07,India,vucoo,297269,193224.85,104044.15,45,837009
2017-05-08,India,neutratronic,297511,193382.15,104128.85,76,940550
2017-05-09,India,neutratronic,199707,129809.55,69897.45,54,173363
2017-05-10,India,rezota,332099,215864.35,116234.65,73,390635
2017-05-11,India,apiera,422862,274860.3,148001.7,70,877741
2017-05-12,India,vucoo,462805,300823.25,161981.75,81,850970
2017-05-13,India,rezota,388622,252604.3,136017.7,80,539396
2017-05-14,India,neutratronic,79634,51762.1,27871.9,23,629883
2017-05-15,India,rezota,270120,175578,94542,90,885836
2017-05-16,India,apiera,388368,252439.2,135928.8,73,962698
2017-05-17,India,apiera,23840,15496,8344,21,769894
2017-05-18,India,vucoo,209148,135946.2,73201.8,44,334388
2017-05-19,India,rezota,188941,122811.65,66129.35,73,130447
2017-05-20,India,aeox,117136,76138.4,40997.6,20,801056
2017-05-21,India,apiera,1951,1268.15,682.85,76,377640
2017-05-22,India,rezota,126861,82459.65,44401.35,61,457644
2017-05-23,India,rezota,399082,259403.3,139678.7,14,540262
2017-05-24,India,apiera,487801,317070.65,170730.35,68,821106
2017-05-25,India,adoriva,86330,56114.5,30215.5,38,559342
2017-05-26,India,vucoo,123955,80570.75,43384.25,97,521133
2017-05-27,India,adoriva,196831,127940.15,68890.85,47,860832
2017-05-28,India,rezota,236948,154016.2,82931.8,91,618657
2017-05-29,India,vucoo,383220,249093,134127,63,449746
2017-05-30,India,apiera,499181,324467.65,174713.35,34,433473
2017-05-31,India,adoriva,56809,36925.85,19883.15,26,938086
2017-06-01,India,aeox,118653,77124.45,41528.55,64,527593
2017-06-02,India,aeox,165352,107478.8,57873.2,26,486006
2017-06-03,India,aeox,13406,8713.9,4692.1,64,918723
2017-06-04,India,apiera,116124,75480.6,40643.4,8,690031
2017-06-05,India,adoriva,148670,96635.5,52034.5,56,913246
2017-06-06,India,vucoo,414401,269360.65,145040.35,46,288823
2017-06-07,India,aeox,445662,289680.3,155981.7,36,383437
2017-06-08,India,apiera,366877,238470.05,128406.95,76,917778
2017-06-09,India,aeox,91722,59619.3,32102.7,60,822456
2017-06-10,India,vucoo,37264,24221.6,13042.4,94,457096
2017-06-11,India,apiera,381118,247726.7,133391.3,0,502594
2017-06-12,India,vucoo,158519,103037.35,55481.65,92,364015
2017-06-13,India,aeox,50862,33060.3,17801.7,31,517930
2017-06-14,India,apiera,89514,58184.1,31329.9,28,792000
2017-06-15,India,neutratronic,347924,226150.6,121773.4,98,825232
2017-06-16,India,neutratronic,29672,19286.8,10385.2,69,472082
2017-06-17,India,neutratronic,469216,304990.4,164225.6,32,467578
2017-06-18,India,aeox,54525,35441.25,19083.75,63,100112
2017-06-19,India,adoriva,478904,311287.6,167616.4,85,127646
2017-06-20,India,neutratronic,249128,161933.2,87194.8,24,710705
2017-06-21,India,apiera,45636,29663.4,15972.6,39,802393
2017-06-22,India,aeox,171514,111484.1,60029.9,33,214305
2017-06-23,India,adoriva,417948,271666.2,146281.8,18,348268
2017-06-24,India,rezota,203858,132507.7,71350.3,25,626315
2017-06-25,India,neutratronic,229563,149215.95,80347.05,45,822140
2017-06-26,India,vucoo,145704,94707.6,50996.4,95,900032
2017-06-27,India,rezota,239935,155957.75,83977.25,57,732840
2017-06-28,India,rezota,313211,203587.15,109623.85,57,267051
2017-06-29,India,aeox,46514,30234.1,16279.9,13,596770
2017-06-30,India,rezota,425498,276573.7,148924.3,100,920579
2017-07-01,India,apiera,98627,64107.55,34519.45,63,559398
2017-07-02,India,adoriva,323035,209972.75,113062.25,35,384316
2017-07-03,India,adoriva,371887,241726.55,130160.45,74,262139
2017-07-04,India,adoriva,344266,223772.9,120493.1,97,685448
2017-07-05,India,neutratronic,241893,157230.45,84662.55,24,183767
2017-07-06,India,vucoo,332877,216370.05,116506.95,0,999641
2017-07-07,India,rezota,448484,291514.6,156969.4,46,648945
2017-07-08,India,vucoo,205395,133506.75,71888.25,47,934726
2017-07-09,India,aeox,324364,210836.6,113527.4,53,448404
2017-07-10,India,apiera,262347,170525.55,91821.45,46,396237
2017-07-11,India,aeox,42,27.3,14.7,65,654359
2017-07-12,India,aeox,230167,149608.55,80558.45,28,928298
2017-07-13,India,neutratronic,16975,11033.75,5941.25,63,752044
2017-07-14,India,adoriva,73673,47887.45,25785.55,78,588183
2017-07-15,India,neutratronic,360282,234183.3,126098.7,84,660590
2017-07-16,India,aeox,405827,263787.55,142039.45,34,734273
2017-07-17,India,adoriva,351255,228315.75,122939.25,49,948940
2017-07-18,India,apiera,429883,279423.95,150459.05,13,575415
2017-07-19,India,apiera,343352,223178.8,120173.2,39,527898
2017-07-20,India,neutratronic,16069,10444.85,5624.15,21,452761
2017-07-21,India,rezota,316801,205920.65,110880.35,87,412033
2017-07-22,India,rezota,494367,321338.55,173028.45,89,113508
2017-07-23,India,apiera,317533,206396.45,111136.55,47,455844
2017-07-24,India,rezota,416882,270973.3,145908.7,5,566607
2017-07-25,India,adoriva,169612,110247.8,59364.2,60,795829
2017-07-26,India,rezota,71435,46432.75,25002.25,67,864744
2017-07-27,India,vucoo,135911,88342.15,47568.85,18,112521
2017-07-28,India,adoriva,301809,196175.85,105633.15,56,121059
2017-07-29,India,neutratronic,106566,69267.9,37298.1,61,493105
2017-07-30,India,neutratronic,249112,161922.8,87189.2,66,706462
2017-07-31,India,adoriva,132101,85865.65,46235.35,33,120426
2017-08-01,India,vucoo,163903,106536.95,57366.05,25,334720
2017-08-02,India,aeox,415085,269805.25,145279.75,25,533611
2017-08-03,India,apiera,331112,215222.8,115889.2,8,604025
2017-08-04,India,rezota,488469,317504.85,170964.15,71,582304
2017-08-05,India,aeox,445352,289478.8,155873.2,35,104727
2017-08-06,India,aeox,117805,76573.25,41231.75,62,604345
2017-08-07,India,adoriva,430244,279658.6,150585.4,59,981878
2017-08-08,India,rezota,280452,182293.8,98158.2,20,674362
2017-08-09,India,aeox,75532,49095.8,26436.2,46,316612
2017-08-10,India,apiera,451004,293152.6,157851.4,64,298533
2017-08-11,India,vucoo,209997,136498.05,73498.95,70,731165
2017-08-12,India,rezota,435317,282956.05,152360.95,4,294554
2017-08-13,India,vucoo,184529,119943.85,64585.15,84,307711
2017-08-14,India,aeox,240027,156017.55,84009.45,5,725508
2017-08-15,India,aeox,10166,6607.9,3558.1,27,870381
2017-08-16,India,vucoo,214420,139373,75047,75,101623
2017-08-17,India,rezota,441627,287057.55,154569.45,76,346639
2017-08-18,India,rezota,481579,313026.35,168552.65,49,151014
2017-08-19,India,aeox,269372,175091.8,94280.2,18,735956
2017-08-20,India,rezota,341926,222251.9,119674.1,75,210155
2017-08-21,India,aeox,131745,85634.25,46110.75,39,443100
2017-08-22,India,aeox,105174,68363.1,36810.9,7,359737
2017-08-23,India,vucoo,206406,134163.9,72242.1,57,599954
2017-08-24,India,rezota,345255,224415.75,120839.25,47,288154
2017-08-25,India,apiera,110023,71514.95,38508.05,43,797327
2017-08-26,India,vucoo,59958,38972.7,20985.3,72,671338
2017-08-27,India,neutratronic,493473,320757.45,172715.55,60,207162
2017-08-28,India,vucoo,72466,47102.9,25363.1,29,833745
2017-08-29,India,adoriva,21985,14290.25,7694.75,2,456685
2017-08-30,India,adoriva,213618,138851.7,74766.3,11,580596
2017-08-31,India,adoriva,145650,94672.5,50977.5,5,357347
2017-09-01,India,aeox,291738,189629.7,102108.3,48,167637
2017-09-02,India,adoriva,59434,38632.1,20801.9,9,718949
2017-09-03,India,vucoo,470558,305862.7,164695.3,60,858094
2017-09-04,India,rezota,118885,77275.25,41609.75,50,355007
2017-09-05,India,rezota,346879,225471.35,121407.65,18,830613
2017-09-06,India,vucoo,259550,168707.5,90842.5,78,296227
2017-09-07,India,aeox,64565,41967.25,22597.75,65,387160
2017-09-08,India,apiera,437045,284079.25,152965.75,81,598267
2017-09-09,India,neutratronic,307443,199837.95,107605.05,94,279175
2017-09-10,India,apiera,340891,221579.15,119311.85,67,172568
2017-09-11,India,apiera,8427,5477.55,2949.45,63,396124
2017-09-12,India,rezota,42095,27361.75,14733.25,96,281553
2017-09-13,India,neutratronic,332538,216149.7,116388.3,28,369267
2017-09-14,India,rezota,195727,127222.55,68504.45,53,322120
2017-09-15,India,aeox,54905,35688.25,19216.75,65,444170
2017-09-16,India,rezota,285461,185549.65,99911.35,39,880384
2017-09-17,India,neutratronic,275987,179391.55,96595.45,6,598601
2017-09-18,India,neutratronic,452281,293982.65,158298.35,17,250668
2017-09-19,India,vucoo,311443,202437.95,109005.05,94,580672
2017-09-20,India,rezota,243489,158267.85,85221.15,81,540960
2017-09-21,India,apiera,482271,313476.15,168794.85,87,280921
2017-09-22,India,vucoo,204527,132942.55,71584.45,99,594132
2017-09-23,India,adoriva,96577,62775.05,33801.95,14,480347
2017-09-24,India,rezota,47798,31068.7,16729.3,87,972765
2017-09-25,India,aeox,82394,53556.1,28837.9,0,605232
2017-09-26,India,adoriva,440532,286345.8,154186.2,44,775732
2017-09-27,India,aeox,36547,23755.55,12791.45,26,228756
2017-09-28,India,neutratronic,30107,19569.55,10537.45,16,337794
2017-09-29,India,vucoo,33466,21752.9,11713.1,100,881878
2017-09-30,India,rezota,327615,212949.75,114665.25,48,614648
2017-10-01,India,aeox,361889,235227.85,126661.15,83,892418
2017-10-02,India,apiera,314008,204105.2,109902.8,66,285675
2017-10-03,India,apiera,49859,32408.35,17450.65,54,135905
2017-10-04,India,vucoo,417913,271643.45,146269.55,95,800438
2017-10-05,India,vucoo,335150,217847.5,117302.5,75,152232
2017-10-06,India,aeox,321413,208918.45,112494.55,22,393316
2017-10-07,India,apiera,4392,2854.8,1537.2,61,609421
2017-10-08,India,vucoo,231101,150215.65,80885.35,46,893755
2017-10-09,India,apiera,468559,304563.35,163995.65,25,918871
2017-10-10,India,rezota,189843,123397.95,66445.05,21,550256
2017-10-11,India,apiera,262472,170606.8,91865.2,29,578678
2017-10-12,India,aeox,188749,122686.85,66062.15,83,822311
2017-10-13,India,adoriva,373263,242620.95,130642.05,66,954073
2017-10-14,India,neutratronic,79968,51979.2,27988.8,34,439094
2017-10-15,India,vucoo,403369,262189.85,141179.15,90,699745
2017-10-16,India,neutratronic,437762,284545.3,153216.7,36,545113
2017-10-17,India,aeox,118295,76891.75,41403.25,7,945160
2017-10-18,India,adoriva,10697,6953.05,3743.95,23,683310
2017-10-19,India,aeox,50424,32775.6,17648.4,60,166642
2017-10-20,India,aeox,271334,176367.1,94966.9,55,413922
2017-10-21,India,neutratronic,263872,171516.8,92355.2,87,725036
2017-10-22,India,adoriva,348186,226320.9,121865.1,31,422804
2017-10-23,India,rezota,217014,141059.1,75954.9,25,156996
2017-10-24,India,apiera,153279,99631.35,53647.65,11,145596
2017-10-25,India,aeox,212877,138370.05,74506.95,73,387614
2017-10-26,India,rezota,403939,262560.35,141378.65,2,579882
2017-10-27,India,rezota,366824,238435.6,128388.4,27,216655
2017-10-28,India,vucoo,355505,231078.25,124426.75,26,887790
2017-10-29,India,neutratronic,29295,19041.75,10253.25,9,407391
2017-10-30,India,aeox,287723,187019.95,100703.05,84,311985
2017-10-31,India,rezota,462768,300799.2,161968.8,18,693283
2017-11-01,India,neutratronic,48661,31629.65,17031.35,51,344926
2017-11-02,India,aeox,244264,158771.6,85492.4,20,929031
2017-11-03,India,rezota,448191,291324.15,156866.85,4,300732
2017-11-04,India,rezota,459457,298647.05,160809.95,55,308529
2017-11-05,India,adoriva,354853,230654.45,124198.55,12,505725
2017-11-06,India,adoriva,304816,198130.4,106685.6,29,330365
2017-11-07,India,rezota,247173,160662.45,86510.55,65,668508
2017-11-08,India,apiera,271396,176407.4,94988.6,97,658232
2017-11-09,India,neutratronic,132537,86149.05,46387.95,94,445494
2017-11-10,India,vucoo,236555,153760.75,82794.25,44,252838
2017-11-11,India,apiera,292278,189980.7,102297.3,76,349073
2017-11-12,India,apiera,107931,70155.15,37775.85,42,683389
2017-11-13,India,apiera,317185,206170.25,111014.75,48,102687
2017-11-14,India,rezota,157504,102377.6,55126.4,34,398063
2017-11-15,India,adoriva,62686,40745.9,21940.1,9,985422
2017-11-16,India,adoriva,485029,315268.85,169760.15,64,611322
2017-11-17,India,apiera,313651,203873.15,109777.85,42,574484
2017-11-18,India,rezota,89201,57980.65,31220.35,67,523675
2017-11-19,India,adoriva,454093,295160.45,158932.55,11,296367
2017-11-20,India,neutratronic,179584,116729.6,62854.4,53,224401
2017-11-21,India,vucoo,241026,156666.9,84359.1,95,301398
2017-11-22,India,adoriva,99250,64512.5,34737.5,16,395893
2017-11-23,India,aeox,2034,1322.1,711.9,17,626913
2017-11-24,India,neutratronic,492782,320308.3,172473.7,55,205122
2017-11-25,India,rezota,436841,283946.65,152894.35,63,182278
2017-11-26,India,neutratronic,57083,37103.95,19979.05,65,883550
2017-11-27,India,rezota,426587,277281.55,149305.45,69,834281
2017-11-28,India,aeox,329831,214390.15,115440.85,50,846321
2017-11-29,India,rezota,165547,107605.55,57941.45,30,881493
2017-11-30,India,neutratronic,272397,177058.05,95338.95,34,176433
2017-12-01,India,vucoo,203939,132560.35,71378.65,10,533035
2017-12-02,India,neutratronic,51800,33670,18130,67,402430
2017-12-03,India,rezota,36949,24016.85,12932.15,33,905923
2017-12-04,India,vucoo,68500,44525,23975,90,218188
2017-12-05,India,rezota,301114,195724.1,105389.9,38,328483
2017-12-06,India,adoriva,88116,57275.4,30840.6,78,728136
2017-12-07,India,apiera,65841,42796.65,23044.35,21,998566
2017-12-08,India,apiera,33333,21666.45,11666.55,48,438415
2017-12-09,India,adoriva,5389,3502.85,1886.15,51,321327
2017-12-10,India,aeox,295642,192167.3,103474.7,60,333866
2017-12-11,India,adoriva,55600,36140,19460,9,887161
2017-12-12,India,vucoo,97763,63545.95,34217.05,65,988097
2017-12-13,India,vucoo,260642,169417.3,91224.7,34,993648
2017-12-14,India,neutratronic,44278,28780.7,15497.3,42,544618
2017-12-15,India,vucoo,293164,190556.6,102607.4,66,365418
2017-12-16,India,rezota,430323,279709.95,150613.05,6,794232
2017-12-17,India,aeox,152932,99405.8,53526.2,31,337802
2017-12-18,India,aeox,491093,319210.45,171882.55,57,376209
2017-12-19,India,apiera,438639,285115.35,153523.65,96,908592
2017-12-20,India,apiera,152741,99281.65,53459.35,65,653736
2017-12-21,India,neutratronic,17307,11249.55,6057.45,30,311599
2017-12-22,India,neutratronic,411651,267573.15,144077.85,4,337636
2017-12-23,India,apiera,465598,302638.7,162959.3,75,595745
2017-12-24,India,rezota,379126,246431.9,132694.1,56,371110
2017-12-25,India,adoriva,361593,235035.45,126557.55,93,264913
2017-12-26,India,neutratronic,342938,222909.7,120028.3,97,899385
2017-12-27,India,aeox,115068,74794.2,40273.8,43,472430
2017-12-28,India,apiera,38614,25099.1,13514.9,50,861114
2017-12-29,India,vucoo,136568,88769.2,47798.8,68,972186
2017-12-30,India,vucoo,325933,211856.45,114076.55,18,177274
2017-12-31,India,vucoo,32694,21251.1,11442.9,10,842168
2017-01-01,Germany,aeox,230963.05,150125.9825,80837.0675,26,616852
2017-01-02,Germany,vucoo,141379.95,91896.9675,49482.9825,46,938490
2017-01-03,Germany,rezota,444165.85,288707.8025,155458.0475,74,350336
2017-01-04,Germany,apiera,312676.35,203239.6275,109436.7225,25,319976
2017-01-05,Germany,vucoo,113419.55,73722.7075,39696.8425,41,504686
2017-01-06,Germany,apiera,100944.15,65613.6975,35330.4525,23,234023
2017-01-07,Germany,adoriva,33180.65,21567.4225,11613.2275,69,723757
2017-01-08,Germany,adoriva,90176.85,58614.9525,31561.8975,24,239197
2017-01-09,Germany,rezota,276006.35,179404.1275,96602.2225,84,240740
2017-01-10,Germany,neutratronic,342084.55,222354.9575,119729.5925,70,170303
2017-01-11,Germany,aeox,287141.3,186641.845,100499.455,53,742180
2017-01-12,Germany,rezota,176151.85,114498.7025,61653.1475,100,581871
2017-01-13,Germany,adoriva,360554.45,234360.3925,126194.0575,17,357645
2017-01-14,Germany,apiera,37284.65,24235.0225,13049.6275,59,373722
2017-01-15,Germany,adoriva,119159.45,77453.6425,41705.8075,83,624401
2017-01-16,Germany,apiera,58204.6,37832.99,20371.61,1,212577
2017-01-17,Germany,adoriva,471219.95,306292.9675,164926.9825,85,182945
2017-01-18,Germany,vucoo,239039,155375.35,83663.65,32,445514
2017-01-19,Germany,vucoo,392374.7,255043.555,137331.145,35,816415
2017-01-20,Germany,adoriva,313449.65,203742.2725,109707.3775,93,992552
2017-01-21,Germany,adoriva,256672.9,166837.385,89835.515,65,286980
2017-01-22,Germany,neutratronic,202376.6,131544.79,70831.81,61,327971
2017-01-23,Germany,neutratronic,249678.05,162290.7325,87387.3175,47,788646
2017-01-24,Germany,rezota,216548.7,140756.655,75792.045,90,471339
2017-01-25,Germany,vucoo,234331.75,152315.6375,82016.1125,67,940825
2017-01-26,Germany,adoriva,103399.9,67209.935,36189.965,1,405475
2017-01-27,Germany,adoriva,225719.05,146717.3825,79001.6675,92,728774
2017-01-28,Germany,neutratronic,61046.05,39679.9325,21366.1175,78,785378
2017-01-29,Germany,neutratronic,471870.7,306715.955,165154.745,29,807429
2017-01-30,Germany,rezota,189469.9,123155.435,66314.465,26,351380
2017-01-31,Germany,aeox,33706.95,21909.5175,11797.4325,22,688487
2017-02-01,Germany,adoriva,93184.55,60569.9575,32614.5925,17,255373
2017-02-02,Germany,rezota,235923.95,153350.5675,82573.3825,86,829554
2017-02-03,Germany,adoriva,411053.6,267184.84,143868.76,64,490028
2017-02-04,Germany,apiera,30310.7,19701.955,10608.745,39,925156
2017-02-05,Germany,adoriva,154255.3,100265.945,53989.355,7,932880
2017-02-06,Germany,adoriva,196155.05,127500.7825,68654.2675,45,584896
2017-02-07,Germany,adoriva,184620.15,120003.0975,64617.0525,100,134473
2017-02-08,Germany,vucoo,64542.05,41952.3325,22589.7175,88,787161
2017-02-09,Germany,adoriva,222955.5,144921.075,78034.425,37,110872
2017-02-10,Germany,adoriva,199841.05,129896.6825,69944.3675,53,431293
2017-02-11,Germany,adoriva,108720.85,70668.5525,38052.2975,67,978814
2017-02-12,Germany,rezota,433688.3,281897.395,151790.905,65,720190
2017-02-13,Germany,apiera,104597.85,67988.6025,36609.2475,72,485866
2017-02-14,Germany,vucoo,189232.4,123001.06,66231.34,82,557962
2017-02-15,Germany,rezota,68951.95,44818.7675,24133.1825,56,401262
2017-02-16,Germany,apiera,36839.1,23945.415,12893.685,99,888802
2017-02-17,Germany,rezota,45904,29837.6,16066.4,67,458524
2017-02-18,Germany,aeox,18172.55,11812.1575,6360.3925,44,549178
2017-02-19,Germany,neutratronic,242515.05,157634.7825,84880.2675,15,708187
2017-02-20,Germany,vucoo,334245.15,217259.3475,116985.8025,83,168742
2017-02-21,Germany,rezota,257187.8,167172.07,90015.73,89,402420
2017-02-22,Germany,rezota,27883.45,18124.2425,9759.2075,32,269207
2017-02-23,Germany,vucoo,48603.9,31592.535,17011.365,29,254532
2017-02-24,Germany,apiera,232621.75,151204.1375,81417.6125,90,752852
2017-02-25,Germany,vucoo,316067.85,205444.1025,110623.7475,14,769703
2017-02-26,Germany,adoriva,24708.55,16060.5575,8647.9925,33,743268
2017-02-27,Germany,neutratronic,188535.1,122547.815,65987.285,90,732052
2017-02-28,Germany,vucoo,311354.9,202380.685,108974.215,62,359775
2017-03-01,Germany,aeox,112789.7,73313.305,39476.395,63,859676
2017-03-02,Germany,apiera,421876.95,274220.0175,147656.9325,12,298414
2017-03-03,Germany,adoriva,255931.9,166355.735,89576.165,21,557521
2017-03-04,Germany,apiera,416249.15,270561.9475,145687.2025,10,139129
2017-03-05,Germany,aeox,159249.45,103512.1425,55737.3075,56,860237
2017-03-06,Germany,vucoo,472567.05,307168.5825,165398.4675,16,311860
2017-03-07,Germany,apiera,8308.7,5400.655,2908.045,34,245131
2017-03-08,Germany,rezota,289243.65,188008.3725,101235.2775,51,711734
2017-03-09,Germany,apiera,403038.45,261974.9925,141063.4575,26,104864
2017-03-10,Germany,rezota,146459.6,95198.74,51260.86,33,296524
2017-03-11,Germany,vucoo,118980.85,77337.5525,41643.2975,89,201943
2017-03-12,Germany,adoriva,211451,137443.15,74007.85,31,786315
2017-03-13,Germany,apiera,321308.05,208850.2325,112457.8175,49,319785
2017-03-14,Germany,adoriva,43159.45,28053.6425,15105.8075,9,298219
2017-03-15,Germany,neutratronic,14202.5,9231.625,4970.875,99,882613
2017-03-16,Germany,neutratronic,454122.8,295179.82,158942.98,57,663700
2017-03-17,Germany,apiera,114213.75,74238.9375,39974.8125,1,916536
2017-03-18,Germany,aeox,384544.8,249954.12,134590.68,8,105258
2017-03-19,Germany,vucoo,473092.4,307510.06,165582.34,83,493685
2017-03-20,Germany,neutratronic,75746.35,49235.1275,26511.2225,61,473329
2017-03-21,Germany,neutratronic,430739.5,279980.675,150758.825,87,171446
2017-03-22,Germany,vucoo,460117.3,299076.245,161041.055,55,195958
2017-03-23,Germany,rezota,108541.3,70551.845,37989.455,97,160981
2017-03-24,Germany,aeox,280151.2,182098.28,98052.92,99,553899
2017-03-25,Germany,adoriva,180098.15,117063.7975,63034.3525,5,835569
2017-03-26,Germany,aeox,169233.95,110002.0675,59231.8825,4,855953
2017-03-27,Germany,adoriva,341735.9,222128.335,119607.565,52,654948
2017-03-28,Germany,vucoo,266442.7,173187.755,93254.945,67,103023
2017-03-29,Germany,adoriva,183433.6,119231.84,64201.76,70,173415
2017-03-30,Germany,adoriva,49898.75,32434.1875,17464.5625,69,561540
2017-03-31,Germany,apiera,462309.9,300501.435,161808.465,83,132224
2017-04-01,Germany,rezota,76697.3,49853.245,26844.055,72,349901
2017-04-02,Germany,rezota,154204.95,100233.2175,53971.7325,8,279404
2017-04-03,Germany,aeox,28505.7,18528.705,9976.995,55,181517
2017-04-04,Germany,neutratronic,16000.85,10400.5525,5600.2975,15,370900
2017-04-05,Germany,aeox,190808.45,124025.4925,66782.9575,99,245265
2017-04-06,Germany,rezota,301224.1,195795.665,105428.435,22,843953
2017-04-07,Germany,adoriva,41815.2,27179.88,14635.32,63,237446
2017-04-08,Germany,rezota,3138.8,2040.22,1098.58,90,868725
2017-04-09,Germany,adoriva,20488.65,13317.6225,7171.0275,50,877098
2017-04-10,Germany,aeox,63631,41360.15,22270.85,78,949188
2017-04-11,Germany,adoriva,82044.85,53329.1525,28715.6975,64,244113
2017-04-12,Germany,apiera,221224.6,143795.99,77428.61,7,207844
2017-04-13,Germany,rezota,262423.25,170575.1125,91848.1375,57,789232
2017-04-14,Germany,apiera,358282.05,232883.3325,125398.7175,28,806635
2017-04-15,Germany,neutratronic,424747.85,276086.1025,148661.7475,86,430339
2017-04-16,Germany,apiera,262023.3,170315.145,91708.155,37,445488
2017-04-17,Germany,rezota,351300.5,228345.325,122955.175,47,722500
2017-04-18,Germany,neutratronic,55280.5,35932.325,19348.175,33,507359
2017-04-19,Germany,adoriva,435078.15,282800.7975,152277.3525,43,491425
2017-04-20,Germany,rezota,435389.75,283003.3375,152386.4125,47,845484
2017-04-21,Germany,rezota,147627.15,95957.6475,51669.5025,51,203260
2017-04-22,Germany,neutratronic,127606.85,82944.4525,44662.3975,11,563897
2017-04-23,Germany,apiera,452237.05,293954.0825,158282.9675,9,778776
2017-04-24,Germany,neutratronic,355169.85,230860.4025,124309.4475,97,228804
2017-04-25,Germany,apiera,293845.45,190999.5425,102845.9075,14,555806
2017-04-26,Germany,aeox,276091.85,179459.7025,96632.1475,0,519527
2017-04-27,Germany,apiera,33897.9,22033.635,11864.265,24,393096
2017-04-28,Germany,rezota,447555.45,290911.0425,156644.4075,8,507837
2017-04-29,Germany,vucoo,144518.75,93937.1875,50581.5625,56,826530
2017-04-30,Germany,apiera,318695.55,207152.1075,111543.4425,2,631789
2017-05-01,Germany,apiera,67192.55,43675.1575,23517.3925,36,520739
2017-05-02,Germany,neutratronic,139956.85,90971.9525,48984.8975,22,336734
2017-05-03,Germany,aeox,411884.85,267725.1525,144159.6975,75,619880
2017-05-04,Germany,rezota,342380.95,222547.6175,119833.3325,2,466020
2017-05-05,Germany,neutratronic,118008.05,76705.2325,41302.8175,13,392020
2017-05-06,Germany,vucoo,215902.7,140336.755,75565.945,0,991771
2017-05-07,Germany,vucoo,111450.2,72442.63,39007.57,91,837009
2017-05-08,Germany,neutratronic,404235.45,262753.0425,141482.4075,17,940550
2017-05-09,Germany,neutratronic,470806.7,306024.355,164782.345,42,173363
2017-05-10,Germany,rezota,234360.25,152334.1625,82026.0875,11,390635
2017-05-11,Germany,apiera,407918.6,265147.09,142771.51,40,877741
2017-05-12,Germany,vucoo,317847.2,206600.68,111246.52,77,850970
2017-05-13,Germany,rezota,286725.2,186371.38,100353.82,30,539396
2017-05-14,Germany,neutratronic,345797.15,224768.1475,121029.0025,42,629883
2017-05-15,Germany,rezota,394098,256163.7,137934.3,6,885836
2017-05-16,Germany,apiera,46593.7,30285.905,16307.795,85,962698
2017-05-17,Germany,apiera,278674.9,181138.685,97536.215,30,769894
2017-05-18,Germany,vucoo,303583.9,197329.535,106254.365,12,334388
2017-05-19,Germany,rezota,66626.35,43307.1275,23319.2225,33,130447
2017-05-20,Germany,aeox,99944.75,64964.0875,34980.6625,72,801056
2017-05-21,Germany,apiera,86145.05,55994.2825,30150.7675,39,377640
2017-05-22,Germany,rezota,119225.95,77496.8675,41729.0825,24,457644
2017-05-23,Germany,rezota,391248,254311.2,136936.8,4,540262
2017-05-24,Germany,apiera,79363,51585.95,27777.05,33,821106
2017-05-25,Germany,adoriva,53284.55,34634.9575,18649.5925,21,559342
2017-05-26,Germany,vucoo,22592.9,14685.385,7907.515,39,521133
2017-05-27,Germany,adoriva,131113.3,85223.645,45889.655,81,860832
2017-05-28,Germany,rezota,212069.45,137845.1425,74224.3075,49,618657
2017-05-29,Germany,vucoo,76253.65,49564.8725,26688.7775,6,449746
2017-05-30,Germany,apiera,209739.1,136330.415,73408.685,39,433473
2017-05-31,Germany,adoriva,109405.8,71113.77,38292.03,77,938086
2017-06-01,Germany,aeox,168400.8,109460.52,58940.28,20,527593
2017-06-02,Germany,aeox,13033.05,8471.4825,4561.5675,65,486006
2017-06-03,Germany,aeox,345566.3,224618.095,120948.205,54,918723
2017-06-04,Germany,apiera,23305.4,15148.51,8156.89,31,690031
2017-06-05,Germany,adoriva,48946.85,31815.4525,17131.3975,30,913246
2017-06-06,Germany,vucoo,393715.15,255914.8475,137800.3025,25,288823
2017-06-07,Germany,aeox,180981.65,117638.0725,63343.5775,69,383437
2017-06-08,Germany,apiera,430507.7,279830.005,150677.695,93,917778
2017-06-09,Germany,aeox,457239.75,297205.8375,160033.9125,92,822456
2017-06-10,Germany,vucoo,257267.6,167223.94,90043.66,24,457096
2017-06-11,Germany,apiera,471034.7,306172.555,164862.145,90,502594
2017-06-12,Germany,vucoo,75274.2,48928.23,26345.97,36,364015
2017-06-13,Germany,aeox,284210.55,184736.8575,99473.6925,51,517930
2017-06-14,Germany,apiera,406331.15,264115.2475,142215.9025,41,792000
2017-06-15,Germany,neutratronic,183545.7,119304.705,64240.995,21,825232
2017-06-16,Germany,neutratronic,345298.4,224443.96,120854.44,74,472082
2017-06-17,Germany,neutratronic,181064.3,117691.795,63372.505,81,467578
2017-06-18,Germany,aeox,124640,81016,43624,82,100112
2017-06-19,Germany,adoriva,188762.15,122695.3975,66066.7525,56,127646
2017-06-20,Germany,neutratronic,319203.8,207482.47,111721.33,50,710705
2017-06-21,Germany,apiera,36237.75,23554.5375,12683.2125,39,802393
2017-06-22,Germany,aeox,61519.15,39987.4475,21531.7025,79,214305
